monster_1,monster_2,win_pct_1,win_pct_2,underdog_pct
Deep Gnome (Svirfneblin),Swarm of Bats,68.9,31.1,31.1
Efreeti,Giant Ape,68.9,31.1,31.1
Giant Badger,Ice Mephit,31.1,68.9,31.1
Giant Boar,Giant Elk,31.1,68.9,31.1
Giant Rat (Diseased),Noble,31.1,68.9,31.1
Giant Weasel,Goblin,68.9,31.1,31.1
Giant Weasel,Priest,31.1,68.9,31.1
Invisible Stalker,Wraith,31.1,68.9,31.1
Shadow,Swarm of Rats,68.9,31.1,31.1
Swarm of Centipedes,Swarm of Ravens,68.9,31.1,31.1
Tiger,Warhorse Skeleton,68.9,31.1,31.1
Ankheg,Sea Hag,31.0,69.0,31.0
Ape,Hobgoblin,69.0,31.0,31.0
Azer,Tiger,69.0,31.0,31.0
Bandit,Ice Mephit,31.0,69.0,31.0
Behir,Stone Golem,69.0,31.0,31.0
Bronze Dragon Wyrmling,Succubus/Incubus,31.0,69.0,31.0
Brown Bear,Copper Dragon Wyrmling,69.0,31.0,31.0
Drider,Manticore,69.0,31.0,31.0
Giant Goat,Mage,31.0,69.0,31.0
Giant Hyena,Saber-Toothed Tiger,31.0,69.0,31.0
Giant Sea Horse,Grimlock,69.0,31.0,31.0
Giant Shark,Young Blue Dragon,31.0,69.0,31.0
Harpy,Swarm of Ravens,69.0,31.0,31.0
Hobgoblin,"Wererat, Hybrid Form",31.0,69.0,31.0
Lizardfolk,Swarm of Bats,69.0,31.0,31.0
Mastiff,Mule,31.0,69.0,31.0
Merrow,Will-o'-Wisp,69.0,31.0,31.0
Shambling Mound,Young Copper Dragon,31.0,69.0,31.0
Bandit,Giant Frog,30.9,69.1,30.9
Berserker,Veteran,69.1,30.9,30.9
Black Bear,Dust Mephit,69.1,30.9,30.9
Blink Dog,Skeleton,69.1,30.9,30.9
Blood Hawk,Dryad,30.9,69.1,30.9
Bronze Dragon Wyrmling,Gibbering Mouther,30.9,69.1,30.9
Centaur,Giant Scorpion,69.1,30.9,30.9
Cockatrice,Sahuagin,69.1,30.9,30.9
Commoner,Hyena,30.9,69.1,30.9
Dretch,Magma Mephit,30.9,69.1,30.9
Dryad,Noble,30.9,69.1,30.9
Giant Rat,Noble,30.9,69.1,30.9
Hobgoblin,Orc,30.9,69.1,30.9
Lizardfolk,"Wererat, Human Form",30.9,69.1,30.9
Red Dragon Wyrmling,Vrock,30.9,69.1,30.9
Specter,White Dragon Wyrmling,30.9,69.1,30.9
Tiger,Wight,69.1,30.9,30.9
Acolyte,Eagle,69.2,30.8,30.8
Archmage,Giant Elk,30.8,69.2,30.8
Axe Beak,Drow,69.2,30.8,30.8
Bandit Captain,Polar Bear,69.2,30.8,30.8
Blue Dragon Wyrmling,Manticore,69.2,30.8,30.8
Bugbear,Tiger,69.2,30.8,30.8
Clay Golem,Young Green Dragon,30.8,69.2,30.8
Cloaker,Fire Elemental,30.8,69.2,30.8
Cultist,Giant Rat,69.2,30.8,30.8
Draft Horse,Orc,69.2,30.8,30.8
Duergar,Swarm of Wasps,69.2,30.8,30.8
Ghost,Giant Elk,69.2,30.8,30.8
Giant Badger,Panther,30.8,69.2,30.8
Giant Elk,Ogre,30.8,69.2,30.8
Giant Octopus,Will-o'-Wisp,69.2,30.8,30.8
Giant Scorpion,"Werewolf, Wolf Form",69.2,30.8,30.8
Gnoll,Swarm of Bats,69.2,30.8,30.8
Minotaur,"Werebear, Human Form",69.2,30.8,30.8
Swarm of Insects,Worg,30.8,69.2,30.8
Swarm of Poisonous Snakes,Wight,69.2,30.8,30.8
"Vampire, Vampire Form",Water Elemental,69.2,30.8,30.8
Archmage,Hell Hound,69.3,30.7,30.7
Berserker,Unicorn,30.7,69.3,30.7
Cult Fanatic,Giant Goat,30.7,69.3,30.7
Djinni,Gynosphinx,69.3,30.7,30.7
Eagle,Lemure,30.7,69.3,30.7
Fire Giant,Nalfeshnee,30.7,69.3,30.7
Ghost,Rhinoceros,69.3,30.7,30.7
Giant Spider,Swarm of Poisonous Snakes,30.7,69.3,30.7
Giant Vulture,Swarm of Spiders,30.7,69.3,30.7
Half-Red Dragon Veteran,Unicorn,30.7,69.3,30.7
Lizardfolk,Swarm of Beetles,30.7,69.3,30.7
Lizardfolk,Swarm of Centipedes,30.7,69.3,30.7
Night Hag,"Werebear, Hybrid Form",69.3,30.7,30.7
Swarm of Spiders,Warhorse Skeleton,30.7,69.3,30.7
Animated Armor,Giant Scorpion,30.6,69.4,30.6
Animated Armor,Giant Spider,69.4,30.6,30.6
Axe Beak,Scout,69.4,30.6,30.6
Azer,White Dragon Wyrmling,69.4,30.6,30.6
Berserker,Giant Elk,69.4,30.6,30.6
Brass Dragon Wyrmling,Phase Spider,30.6,69.4,30.6
Chimera,Chuul,69.4,30.6,30.6
Couatl,Guardian Naga,30.6,69.4,30.6
Dust Mephit,Magma Mephit,69.4,30.6,30.6
Earth Elemental,Mummy Lord,69.4,30.6,30.6
Fire Elemental,Vrock,30.6,69.4,30.6
Gargoyle,Worg,69.4,30.6,30.6
Giant Crocodile,Lich,30.6,69.4,30.6
Giant Vulture,Swarm of Centipedes,30.6,69.4,30.6
Gibbering Mouther,Sea Hag,69.4,30.6,30.6
Gnoll,Swarm of Beetles,30.6,69.4,30.6
Lion,Worg,30.6,69.4,30.6
Orc,Phase Spider,30.6,69.4,30.6
Adult Brass Dragon,Androsphinx,30.5,69.5,30.5
Balor,Solar,30.5,69.5,30.5
Blood Hawk,Noble,30.5,69.5,30.5
Bone Devil,Earth Elemental,30.5,69.5,30.5
Brass Dragon Wyrmling,Giant Spider,30.5,69.5,30.5
Clay Golem,Djinni,30.5,69.5,30.5
Cockatrice,Giant Wasp,69.5,30.5,30.5
Elk,Giant Lizard,30.5,69.5,30.5
Giant Bat,Swarm of Spiders,30.5,69.5,30.5
Giant Centipede,Pseudodragon,30.5,69.5,30.5
Giant Crocodile,Young White Dragon,30.5,69.5,30.5
Giant Lizard,Giant Poisonous Snake,69.5,30.5,30.5
Giant Owl,Harpy,30.5,69.5,30.5
Giant Owl,Warhorse,30.5,69.5,30.5
Giant Wasp,Grimlock,69.5,30.5,30.5
Gold Dragon Wyrmling,Minotaur Skeleton,30.5,69.5,30.5
Hippogriff,Shadow,69.5,30.5,30.5
Minotaur,Vrock,69.5,30.5,30.5
Polar Bear,Saber-Toothed Tiger,30.5,69.5,30.5
Swarm of Beetles,Swarm of Ravens,69.5,30.5,30.5
White Dragon Wyrmling,Wight,69.5,30.5,30.5
Ankheg,Hunter Shark,30.4,69.6,30.4
Bandit,Panther,30.4,69.6,30.4
Berserker,Knight,30.4,69.6,30.4
Blood Hawk,Dretch,30.4,69.6,30.4
Blue Dragon Wyrmling,Knight,30.4,69.6,30.4
Cloaker,Flesh Golem,30.4,69.6,30.4
Crocodile,Harpy,30.4,69.6,30.4
Crocodile,Satyr,30.4,69.6,30.4
Deva,Otyugh,69.6,30.4,30.4
Drider,Gibbering Mouther,69.6,30.4,30.4
Gelatinous Cube,Unicorn,30.4,69.6,30.4
Ghost,Winter Wolf,30.4,69.6,30.4
Giant Eagle,Thug,69.6,30.4,30.4
Giant Elk,"Wereboar, Boar Form",30.4,69.6,30.4
Harpy,Phase Spider,30.4,69.6,30.4
Mage,Swarm of Ravens,69.6,30.4,30.4
Medusa,Spirit Naga,30.4,69.6,30.4
Mummy,Silver Dragon Wyrmling,30.4,69.6,30.4
Ochre Jelly,Swarm of Quippers,30.4,69.6,30.4
Ochre Jelly,"Werewolf, Wolf Form",30.4,69.6,30.4
Ankheg,Azer,69.7,30.3,30.3
Archmage,Merrow,69.7,30.3,30.3
Bandit Captain,Ghost,30.3,69.7,30.3
Copper Dragon Wyrmling,Swarm of Beetles,69.7,30.3,30.3
Crocodile,Warhorse,30.3,69.7,30.3
Cult Fanatic,Orc,30.3,69.7,30.3
Giant Vulture,Hobgoblin,69.7,30.3,30.3
Gray Ooze,Hobgoblin,30.3,69.7,30.3
Hell Hound,Mummy,30.3,69.7,30.3
Ice Devil,Treant,69.7,30.3,30.3
Lizardfolk,Swarm of Insects,30.3,69.7,30.3
Manticore,"Wereboar, Boar Form",30.3,69.7,30.3
Saber-Toothed Tiger,"Wereboar, Boar Form",30.3,69.7,30.3
Spy,Warhorse,30.3,69.7,30.3
Swarm of Spiders,Worg,30.3,69.7,30.3
Adult Green Dragon,Adult White Dragon,69.8,30.2,30.2
Air Elemental,Green Hag,69.8,30.2,30.2
Ankheg,Gelatinous Cube,30.2,69.8,30.2
Awakened Shrub,Commoner,69.8,30.2,30.2
Barbed Devil,Red Dragon Wyrmling,30.2,69.8,30.2
Barbed Devil,Unicorn,69.8,30.2,30.2
Brown Bear,Swarm of Quippers,30.2,69.8,30.2
Centaur,Hunter Shark,30.2,69.8,30.2
Ghoul,Giant Bat,69.8,30.2,30.2
Giant Spider,Swarm of Wasps,69.8,30.2,30.2
Hydra,Triceratops,30.2,69.8,30.2
Mule,Noble,30.2,69.8,30.2
Ogre,Pegasus,69.8,30.2,30.2
Polar Bear,Swarm of Quippers,69.8,30.2,30.2
Wolf,Zombie,69.8,30.2,30.2
Bandit,Giant Wasp,30.1,69.9,30.1
Basilisk,Dire Wolf,69.9,30.1,30.1
Bearded Devil,Swarm of Poisonous Snakes,69.9,30.1,30.1
Black Dragon Wyrmling,Polar Bear,30.1,69.9,30.1
Centaur,Sea Hag,30.1,69.9,30.1
Dire Wolf,Succubus/Incubus,30.1,69.9,30.1
Dretch,Violet Fungus,69.9,30.1,30.1
Dryad,Grimlock,30.1,69.9,30.1
Giant Ape,Horned Devil,30.1,69.9,30.1
Merrow,Sea Hag,30.1,69.9,30.1
Spirit Naga,"Wereboar, Boar Form",69.9,30.1,30.1
Wyvern,Xorn,30.1,69.9,30.1
Adult Silver Dragon,Roc,30.0,70.0,30.0
Ankheg,Manticore,30.0,70.0,30.0
Bandit,Wolf,30.0,70.0,30.0
Bandit Captain,Salamander,70.0,30.0,30.0
Basilisk,Bronze Dragon Wyrmling,70.0,30.0,30.0
Bronze Dragon Wyrmling,Gelatinous Cube,30.0,70.0,30.0
Deep Gnome (Svirfneblin),Satyr,30.0,70.0,30.0
Deep Gnome (Svirfneblin),Warhorse,30.0,70.0,30.0
Erinyes,Glabrezu,30.0,70.0,30.0
Gelatinous Cube,Spirit Naga,30.0,70.0,30.0
Gelatinous Cube,"Wereboar, Boar Form",30.0,70.0,30.0
Ghoul,Giant Spider,30.0,70.0,30.0
Giant Constrictor Snake,Hunter Shark,70.0,30.0,30.0
Giant Poisonous Snake,Rust Monster,30.0,70.0,30.0
Grick,Specter,70.0,30.0,30.0
Swarm of Quippers,Veteran,30.0,70.0,30.0
Swarm of Quippers,"Werewolf, Wolf Form",70.0,30.0,30.0
Veteran,"Wereboar, Boar Form",30.0,70.0,30.0
Ancient Brass Dragon,Ancient White Dragon,29.9,70.1,29.9
Assassin,Spirit Naga,29.9,70.1,29.9
Copper Dragon Wyrmling,Tiger,29.9,70.1,29.9
Deep Gnome (Svirfneblin),Specter,29.9,70.1,29.9
Giant Eagle,Swarm of Ravens,70.1,29.9,29.9
Giant Goat,Lizardfolk,70.1,29.9,29.9
Giant Poisonous Snake,Orc,29.9,70.1,29.9
Giant Weasel,Violet Fungus,70.1,29.9,29.9
Glabrezu,Treant,70.1,29.9,29.9
Hezrou,Mummy Lord,70.1,29.9,29.9
Killer Whale,Mummy Lord,29.9,70.1,29.9
Kobold,Stirge,70.1,29.9,29.9
Mammoth,Young Bronze Dragon,70.1,29.9,29.9
Sea Hag,Vampire Spawn,29.9,70.1,29.9
Swarm of Wasps,Worg,29.9,70.1,29.9
"Vampire, Bat Form","Vampire, Vampire Form",29.9,70.1,29.9
Warhorse,Will-o'-Wisp,29.9,70.1,29.9
Will-o'-Wisp,Worg,70.1,29.9,29.9
Adult Copper Dragon,Young Red Dragon,70.2,29.8,29.8
Ape,Axe Beak,70.2,29.8,29.8
Awakened Tree,Invisible Stalker,29.8,70.2,29.8
Basilisk,Hell Hound,70.2,29.8,29.8
Black Pudding,Giant Octopus,29.8,70.2,29.8
Brown Bear,Bugbear,29.8,70.2,29.8
Chain Devil,Ettin,70.2,29.8,29.8
Elephant,"Werebear, Hybrid Form",29.8,70.2,29.8
Giant Boar,Griffon,29.8,70.2,29.8
Giant Toad,Specter,70.2,29.8,29.8
Half-Red Dragon Veteran,Saber-Toothed Tiger,70.2,29.8,29.8
Hobgoblin,Swarm of Centipedes,29.8,70.2,29.8
Manticore,"Wereboar, Hybrid Form",29.8,70.2,29.8
Roper,Young Green Dragon,70.2,29.8,29.8
Swarm of Beetles,Worg,29.8,70.2,29.8
Bronze Dragon Wyrmling,Giant Elk,29.7,70.3,29.7
Cult Fanatic,Wolf,70.3,29.7,29.7
Dretch,Gray Ooze,29.7,70.3,29.7
Giant Bat,Swarm of Wasps,29.7,70.3,29.7
Giant Elk,Giant Octopus,70.3,29.7,29.7
Giant Frog,Giant Weasel,70.3,29.7,29.7
Guardian Naga,Hill Giant,29.7,70.3,29.7
Lizardfolk,Swarm of Wasps,29.7,70.3,29.7
Skeleton,Swarm of Rats,29.7,70.3,29.7
Basilisk,Ghost,29.6,70.4,29.6
Black Bear,Gnoll,29.6,70.4,29.6
Brown Bear,Duergar,70.4,29.6,29.6
Chuul,Xorn,29.6,70.4,29.6
Copper Dragon Wyrmling,Mage,70.4,29.6,29.6
Deep Gnome (Svirfneblin),Giant Poisonous Snake,70.4,29.6,29.6
Djinni,Lich,70.4,29.6,29.6
Dryad,Pseudodragon,70.4,29.6,29.6
Dust Mephit,Noble,70.4,29.6,29.6
Giant Bat,Swarm of Insects,29.6,70.4,29.6
Giant Eagle,Grick,29.6,70.4,29.6
Mummy Lord,Night Hag,70.4,29.6,29.6
Bronze Dragon Wyrmling,Sea Hag,29.5,70.5,29.5
Darkmantle,Satyr,29.5,70.5,29.5
Giant Sea Horse,Giant Weasel,70.5,29.5,29.5
Giant Wolf Spider,Skeleton,29.5,70.5,29.5
Invisible Stalker,Plesiosaurus,70.5,29.5,29.5
Berserker,Saber-Toothed Tiger,70.6,29.4,29.4
Blink Dog,Reef Shark,29.4,70.6,29.4
Cockatrice,Cult Fanatic,29.4,70.6,29.4
Dretch,Zombie,29.4,70.6,29.4
Dust Mephit,Swarm of Bats,29.4,70.6,29.4
Magma Mephit,Riding Horse,29.4,70.6,29.4
Manticore,Ogre,29.4,70.6,29.4
Mummy Lord,Young Black Dragon,29.4,70.6,29.4
Roc,Solar,29.4,70.6,29.4
Ankheg,Ghost,29.3,70.7,29.3
Ape,Swarm of Centipedes,29.3,70.7,29.3
Brass Dragon Wyrmling,Lizardfolk,70.7,29.3,29.3
Bugbear,Salamander,29.3,70.7,29.3
Chain Devil,Vrock,70.7,29.3,29.3
Deva,Green Hag,70.7,29.3,29.3
Deva,Wraith,70.7,29.3,29.3
Drow,Panther,70.7,29.3,29.3
Drow,Reef Shark,29.3,70.7,29.3
Duergar,Swarm of Centipedes,70.7,29.3,29.3
Flying Sword,Warhorse,29.3,70.7,29.3
Giant Owl,Satyr,29.3,70.7,29.3
Giant Poisonous Snake,Skeleton,70.7,29.3,29.3
Giant Shark,Young Green Dragon,70.7,29.3,29.3
Gibbering Mouther,Troll,29.3,70.7,29.3
Hobgoblin,Skeleton,70.7,29.3,29.3
Mummy,Pegasus,29.3,70.7,29.3
Specter,Tiger,29.3,70.7,29.3
Archmage,Dire Wolf,70.8,29.2,29.2
Black Bear,Deep Gnome (Svirfneblin),29.2,70.8,29.2
Blink Dog,Flying Sword,29.2,70.8,29.2
Blink Dog,Magmin,70.8,29.2,29.2
Deep Gnome (Svirfneblin),Lion,29.2,70.8,29.2
Elk,Magma Mephit,70.8,29.2,29.2
Erinyes,Giant Ape,29.2,70.8,29.2
Flying Sword,Swarm of Rats,70.8,29.2,29.2
Frost Giant,Stone Golem,29.2,70.8,29.2
Gray Ooze,Priest,29.2,70.8,29.2
Hydra,Young White Dragon,29.2,70.8,29.2
Iron Golem,Remorhaz,29.2,70.8,29.2
Merrow,Veteran,29.2,70.8,29.2
Phase Spider,Swarm of Spiders,70.8,29.2,29.2
Red Dragon Wyrmling,"Weretiger, Tiger Form",70.8,29.2,29.2
Saber-Toothed Tiger,Vampire Spawn,29.2,70.8,29.2
Elk,Zombie,70.9,29.1,29.1
Ghost,Sea Hag,70.9,29.1,29.1
Giant Badger,Steam Mephit,70.9,29.1,29.1
Giant Vulture,Swarm of Wasps,29.1,70.9,29.1
Green Dragon Wyrmling,"Werewolf, Hybrid Form",70.9,29.1,29.1
Hell Hound,Succubus/Incubus,29.1,70.9,29.1
Hydra,Night Hag,70.9,29.1,29.1
Lizardfolk,Swarm of Spiders,29.1,70.9,29.1
Marilith,Roper,70.9,29.1,29.1
Night Hag,"Vampire, Vampire Form",70.9,29.1,29.1
Reef Shark,Satyr,29.1,70.9,29.1
Bandit Captain,Giant Hyena,71.0,29.0,29.0
Bronze Dragon Wyrmling,Veteran,29.0,71.0,29.0
Djinni,Young White Dragon,71.0,29.0,29.0
Drow,Giant Wasp,71.0,29.0,29.0
Elephant,Night Hag,29.0,71.0,29.0
Ghost,Nightmare,29.0,71.0,29.0
Giant Hyena,Hunter Shark,29.0,71.0,29.0
Giant Spider,Lion,71.0,29.0,29.0
Giant Vulture,Swarm of Beetles,29.0,71.0,29.0
Mastiff,Quasit,29.0,71.0,29.0
Reef Shark,Specter,29.0,71.0,29.0
Spirit Naga,Vampire Spawn,71.0,29.0,29.0
Young Black Dragon,Young Copper Dragon,71.0,29.0,29.0
Ankheg,Black Dragon Wyrmling,71.1,28.9,28.9
Ape,Swarm of Insects,28.9,71.1,28.9
Bandit,Constrictor Snake,28.9,71.1,28.9
Centaur,Will-o'-Wisp,71.1,28.9,28.9
Couatl,Wraith,71.1,28.9,28.9
Drow,Dust Mephit,71.1,28.9,28.9
Duergar,Giant Eagle,71.1,28.9,28.9
Gelatinous Cube,Will-o'-Wisp,71.1,28.9,28.9
Giant Hyena,Sea Hag,28.9,71.1,28.9
Merrow,Saber-Toothed Tiger,28.9,71.1,28.9
Minotaur,"Vampire, Bat Form",28.9,71.1,28.9
Oni,Xorn,28.9,71.1,28.9
Spirit Naga,"Wereboar, Hybrid Form",71.1,28.9,28.9
Animated Armor,Giant Boar,28.8,71.2,28.8
Bandit Captain,"Wereboar, Human Form",28.8,71.2,28.8
Black Bear,Elk,71.2,28.8,28.8
Brass Dragon Wyrmling,Gnoll,71.2,28.8,28.8
Death Dog,"Wererat, Human Form",71.2,28.8,28.8
Draft Horse,"Wererat, Hybrid Form",71.2,28.8,28.8
Flying Sword,Giant Eagle,28.8,71.2,28.8
Gibbering Mouther,Manticore,71.2,28.8,28.8
Gnoll,Swarm of Centipedes,28.8,71.2,28.8
Grimlock,Priest,28.8,71.2,28.8
Guardian Naga,Xorn,71.2,28.8,28.8
Night Hag,"Werebear, Bear Form",71.2,28.8,28.8
Basilisk,Merrow,71.3,28.7,28.7
Bronze Dragon Wyrmling,Griffon,28.7,71.3,28.7
Brown Bear,Gargoyle,28.7,71.3,28.7
Brown Bear,Giant Spider,71.3,28.7,28.7
Centaur,Manticore,28.7,71.3,28.7
Chimera,"Vampire, Bat Form",28.7,71.3,28.7
Djinni,Treant,28.7,71.3,28.7
Doppelganger,Swarm of Quippers,71.3,28.7,28.7
Gold Dragon Wyrmling,Owlbear,71.3,28.7,28.7
Gray Ooze,Grimlock,71.3,28.7,28.7
Nalfeshnee,Planetar,71.3,28.7,28.7
Scout,Skeleton,71.3,28.7,28.7
Adult Green Dragon,Androsphinx,71.4,28.6,28.6
Archmage,Veteran,28.6,71.4,28.6
Axe Beak,Rust Monster,28.6,71.4,28.6
Bandit,Zombie,28.6,71.4,28.6
Black Dragon Wyrmling,Worg,71.4,28.6,28.6
Bugbear,Gelatinous Cube,28.6,71.4,28.6
Bulette,Giant Shark,71.4,28.6,28.6
Chimera,Killer Whale,28.6,71.4,28.6
Crocodile,Mage,28.6,71.4,28.6
Cult Fanatic,Spy,28.6,71.4,28.6
Deep Gnome (Svirfneblin),Harpy,28.6,71.4,28.6
Drow,Giant Crab,71.4,28.6,28.6
Earth Elemental,Young Brass Dragon,71.4,28.6,28.6
Giant Bat,Swarm of Bats,71.4,28.6,28.6
Giant Eagle,Warhorse Skeleton,28.6,71.4,28.6
Giant Spider,Will-o'-Wisp,28.6,71.4,28.6
Goblin,Hobgoblin,28.6,71.4,28.6
Green Dragon Wyrmling,Swarm of Poisonous Snakes,71.4,28.6,28.6
Hobgoblin,Priest,71.4,28.6,28.6
Knight,Minotaur Skeleton,28.6,71.4,28.6
Orc,Worg,28.6,71.4,28.6
Adult Copper Dragon,Young Gold Dragon,71.5,28.5,28.5
Axe Beak,Swarm of Ravens,28.5,71.5,28.5
Black Dragon Wyrmling,Ettercap,71.5,28.5,28.5
Blue Dragon Wyrmling,Spirit Naga,28.5,71.5,28.5
Bugbear,Giant Elk,28.5,71.5,28.5
Bulette,Young Green Dragon,71.5,28.5,28.5
Duergar,Satyr,71.5,28.5,28.5
Duergar,Swarm of Spiders,71.5,28.5,28.5
Elephant,Wraith,71.5,28.5,28.5
Flying Sword,Lion,28.5,71.5,28.5
Flying Sword,Swarm of Bats,71.5,28.5,28.5
Giant Bat,"Wererat, Human Form",28.5,71.5,28.5
Giant Rat (Diseased),Imp,28.5,71.5,28.5
Hunter Shark,Spirit Naga,28.5,71.5,28.5
Nightmare,Troll,71.5,28.5,28.5
Pegasus,Sea Hag,71.5,28.5,28.5
Phase Spider,Swarm of Centipedes,71.5,28.5,28.5
Phase Spider,Will-o'-Wisp,28.5,71.5,28.5
Ape,Cult Fanatic,71.6,28.4,28.4
Bandit Captain,Rhinoceros,28.4,71.6,28.4
Chuul,Invisible Stalker,71.6,28.4,28.4
Couatl,"Werebear, Bear Form",28.4,71.6,28.4
Dire Wolf,Saber-Toothed Tiger,28.4,71.6,28.4
Dretch,Giant Sea Horse,28.4,71.6,28.4
Drow,Spy,28.4,71.6,28.4
Duergar,Swarm of Insects,71.6,28.4,28.4
Elk,Imp,71.6,28.4,28.4
Erinyes,Mammoth,28.4,71.6,28.4
Fire Elemental,Lamia,28.4,71.6,28.4
Giant Bat,Swarm of Centipedes,28.4,71.6,28.4
Giant Poisonous Snake,Magmin,71.6,28.4,28.4
Gynosphinx,Young Copper Dragon,71.6,28.4,28.4
Invisible Stalker,Rakshasa,28.4,71.6,28.4
Noble,Quasit,71.6,28.4,28.4
Specter,Swarm of Poisonous Snakes,28.4,71.6,28.4
Swarm of Insects,Swarm of Ravens,71.6,28.4,28.4
Unicorn,"Weretiger, Hybrid Form",28.4,71.6,28.4
Ape,"Wererat, Human Form",28.3,71.7,28.3
Brass Dragon Wyrmling,Giant Vulture,71.7,28.3,28.3
Chain Devil,Killer Whale,28.3,71.7,28.3
Deer,Mastiff,28.3,71.7,28.3
Drow,Giant Sea Horse,71.7,28.3,28.3
Duergar,Swarm of Beetles,71.7,28.3,28.3
Giant Badger,Giant Crab,28.3,71.7,28.3
Giant Spider,Swarm of Insects,71.7,28.3,28.3
Giant Toad,Will-o'-Wisp,28.3,71.7,28.3
Gibbering Mouther,"Wereboar, Human Form",71.7,28.3,28.3
Hunter Shark,Knight,28.3,71.7,28.3
Saber-Toothed Tiger,"Wereboar, Hybrid Form",28.3,71.7,28.3
Azer,Doppelganger,28.2,71.8,28.2
Bandit Captain,Berserker,28.2,71.8,28.2
Black Bear,Giant Wasp,71.8,28.2,28.2
Brown Bear,Ghast,28.2,71.8,28.2
Bulette,Horned Devil,28.2,71.8,28.2
Darkmantle,Harpy,28.2,71.8,28.2
Drow,Ghoul,28.2,71.8,28.2
Ettercap,Phase Spider,71.8,28.2,28.2
Giant Spider,Satyr,71.8,28.2,28.2
Half-Red Dragon Veteran,Sea Hag,71.8,28.2,28.2
Knight,Red Dragon Wyrmling,28.2,71.8,28.2
Owlbear,Rhinoceros,71.8,28.2,28.2
Phase Spider,Swarm of Insects,71.8,28.2,28.2
Animated Armor,Duergar,71.9,28.1,28.1
Archmage,Bronze Dragon Wyrmling,71.9,28.1,28.1
Bandit,Elk,28.1,71.9,28.1
Basilisk,Polar Bear,71.9,28.1,28.1
Blue Dragon Wyrmling,Succubus/Incubus,71.9,28.1,28.1
Blue Dragon Wyrmling,Unicorn,28.1,71.9,28.1
Constrictor Snake,Goblin,71.9,28.1,28.1
Copper Dragon Wyrmling,Orc,71.9,28.1,28.1
Gargoyle,Hell Hound,28.1,71.9,28.1
Giant Crocodile,Young Black Dragon,28.1,71.9,28.1
Giant Wolf Spider,Sahuagin,28.1,71.9,28.1
Hobgoblin,Panther,71.9,28.1,28.1
Hobgoblin,Thug,28.1,71.9,28.1
Ice Mephit,Riding Horse,28.1,71.9,28.1
Mammoth,Young Silver Dragon,28.1,71.9,28.1
Medusa,Unicorn,28.1,71.9,28.1
Nalfeshnee,Purple Worm,71.9,28.1,28.1
Nalfeshnee,Remorhaz,28.1,71.9,28.1
"Vampire, Bat Form","Werebear, Hybrid Form",28.1,71.9,28.1
Adult White Dragon,Tyrannosaurus Rex,72.0,28.0,28.0
Air Elemental,Night Hag,28.0,72.0,28.0
Ape,Giant Eagle,28.0,72.0,28.0
Ape,Swarm of Wasps,28.0,72.0,28.0
Bandit Captain,Blue Dragon Wyrmling,28.0,72.0,28.0
Doppelganger,Giant Boar,72.0,28.0,28.0
Gargoyle,Mimic,28.0,72.0,28.0
Giant Lizard,Swarm of Spiders,28.0,72.0,28.0
Gnoll,Swarm of Wasps,28.0,72.0,28.0
Half-Red Dragon Veteran,Ogre Zombie,28.0,72.0,28.0
Hunter Shark,Unicorn,28.0,72.0,28.0
Mage,Phase Spider,28.0,72.0,28.0
Spy,Swarm of Rats,72.0,28.0,28.0
Swarm of Wasps,Thug,72.0,28.0,28.0
Air Elemental,Wraith,72.1,27.9,27.9
Ape,Swarm of Spiders,27.9,72.1,27.9
Bandit,Pseudodragon,72.1,27.9,27.9
Bugbear,Griffon,27.9,72.1,27.9
Constrictor Snake,Grimlock,72.1,27.9,27.9
Crocodile,Specter,27.9,72.1,27.9
Draft Horse,Spy,72.1,27.9,27.9
Gelatinous Cube,Saber-Toothed Tiger,72.1,27.9,27.9
Ghoul,Giant Vulture,72.1,27.9,27.9
Giant Eagle,Worg,27.9,72.1,27.9
Giant Frog,Goblin,72.1,27.9,27.9
Giant Scorpion,White Dragon Wyrmling,72.1,27.9,27.9
Giant Vulture,"Wererat, Human Form",27.9,72.1,27.9
Gibbering Mouther,Hunter Shark,72.1,27.9,27.9
Green Dragon Wyrmling,"Werewolf, Wolf Form",72.1,27.9,27.9
"Werewolf, Hybrid Form",Worg,72.1,27.9,27.9
Young Blue Dragon,Young Bronze Dragon,72.1,27.9,27.9
Black Bear,Giant Bat,27.8,72.2,27.8
Copper Dragon Wyrmling,Harpy,72.2,27.8,27.8
Drider,Vampire Spawn,27.8,72.2,27.8
Duergar,Mage,72.2,27.8,27.8
Giant Badger,Giant Frog,27.8,72.2,27.8
Giant Badger,Magma Mephit,27.8,72.2,27.8
Giant Goat,Gnoll,72.2,27.8,27.8
Giant Goat,Hobgoblin,72.2,27.8,27.8
Giant Hyena,Veteran,27.8,72.2,27.8
Giant Scorpion,Salamander,27.8,72.2,27.8
Giant Spider,Swarm of Centipedes,72.2,27.8,27.8
Gnoll,Swarm of Insects,27.8,72.2,27.8
Half-Red Dragon Veteran,Spirit Naga,27.8,72.2,27.8
Hobgoblin,Imp,72.2,27.8,27.8
Quasit,Zombie,27.8,72.2,27.8
Stone Golem,Young Silver Dragon,72.2,27.8,27.8
Adult Red Dragon,Balor,27.7,72.3,27.7
Animated Armor,Giant Toad,72.3,27.7,27.7
Animated Armor,Phase Spider,72.3,27.7,27.7
